Product Name,Current Price,Original Price,Image URL,Stock,item_id,discount
Sepatu Compass Tribune White Blue - 36,568000,0,https://images.tokopedia.net/img/cache/500-square/aphluv/1997/1/1/188b3ba3570d445584d67b7e47a72a79~.jpeg.webp?ect=4g,14,46,0.0
Sepatu Compass Tribune White Green - 40,598000,0,https://images.tokopedia.net/img/cache/500-square/o3syd0/1997/1/1/c69b589661064f68ba3a8f1836a01019~.jpeg.webp?ect=4g,1,47,0.0
"Ortuseight Sepatu Sneakers Berlin Beige - Beige, 39",539100,599000,https://images.tokopedia.net/img/cache/500-square/aphluv/1997/1/1/8abcf712ce394dabac970ac6d971a8d7~.jpeg.webp?ect=4g,3,48,10.0
BRODO - Running Shoes Active Krakatau Marine Blue - 41,509000,665000,https://images.tokopedia.net/img/cache/500-square/aphluv/1997/1/1/7ee89243d4f74d3a978b4026ffd009c5~.jpeg.webp?ect=4g,29,49,23.46
Ventela Ethnic High Black Natural [ORIGINAL] - Hitam Putih Gading - 33,203830,239800,https://images.tokopedia.net/img/cache/500-square/aphluv/1997/1/1/927b98433eee4be89f0be9300ac6c7e5~.jpeg.webp?ect=4g,31,50,15.0
Adidas Samba OG White Gum (100% Authentic) - 40,1999000,0,https://images.tokopedia.net/img/cache/500-square/VqbcmM/2025/1/16/41b90de4-9b5d-4afa-b500-b21db897b366.jpg.webp?ect=4g,9,51,0.0
"Ventela Ethnic Low Black Natural Original Casual Shoes - 33, Ethnic bn low",195330,229800,https://images.tokopedia.net/img/cache/500-square/aphluv/1997/1/1/b22c70d915c54799b27f9c876649291c~.jpeg.webp?ect=4g,29,52,15.0
"EIGER CLIFTON SHOES - Black, 40",454300,649000,https://images.tokopedia.net/img/cache/500-square/VqbcmM/2021/12/23/00111fae-992e-4f08-88bb-4c6f9bc89c43.jpg.webp?ect=4g,16,53,30.0
Aerostreet 37-44 Massive Low 2.0 Hitam Natural - Sepatu Sneakers Casual - 37,186102,379800,https://images.tokopedia.net/img/cache/500-square/aphluv/1997/1/1/d9ab6ea7751b42e6b36507d245262deb~.jpeg.webp?ect=4g,223,54,51.0
"UNERD | 219 V2 | Sepatu Sneakers Pria Wanita - Wave Black, 38",379000,758000,https://images.tokopedia.net/img/cache/500-square/aphluv/1997/1/1/c046524c689e4246bcd93ae398d18488~.jpeg.webp?ect=4g,109,55,50.0
Sepatu Compass Retrograde Low Black White - 35,538000,0,https://images.tokopedia.net/img/cache/500-square/o3syd0/1997/1/1/3b0196f55d804ca58b7ffe9b250b9693~.jpeg.webp?ect=4g,19,56,0.0
BRODO - Sneakers Ace Tennis Ivory Black - 41,495000,659000,https://images.tokopedia.net/img/cache/500-square/o3syd0/1997/1/1/a97954bad6a6468fbbd8120fc0521db2~.jpeg.webp?ect=4g,5,57,24.89
Vans Authentic Black White Classic - 41,550000,0,https://images.tokopedia.net/img/cache/500-square/VqbcmM/2023/3/10/d700fb28-42d5-4f3f-b2bf-030603abe574.jpg.webp?ect=4g,3,58,0.0
Sepatu Sneakers CONVERSE Chuck Taylor All Star Canvas Hi Black Origina - 3.5,399600,849000,https://images.tokopedia.net/img/cache/500-square/hDjmkQ/2024/10/11/79ece1b5-96b1-4b71-904f-1d7cb72832dc.png.webp?ect=4g,2,59,52.93
"SANDAL SLIDES SWIM ADIDAS ADICANE WHITE GREY - Hitam, 40",79999,0,https://images.tokopedia.net/img/cache/500-square/VqbcmM/2024/10/26/a3087c7c-1205-41f7-a649-f7883ad0e8e3.jpg.webp?ect=4g,138000,60,0.0
SEPATU SNEAKER NIKE AIR RIFT BLACK WHITE ORGINAL - EUR 36,729000,1099000,https://images.tokopedia.net/img/cache/500-square/VqbcmM/2023/12/22/2cde0c41-6eea-4aee-97e0-ff5a9317ad98.jpg.webp?ect=4g,42,61,33.67
SEPATU SNEAKER NIKE AIR MAX 97 ALL WHITE ORIGINAL - EUR 37.5,1098000,1329000,https://images.tokopedia.net/img/cache/500-square/VqbcmM/2023/12/22/0bccd1ff-94a5-4498-ad61-5dde70601392.jpg.webp?ect=4g,24,62,17.38
Tali sepatu FLAT untuk SNEAKER / TALI SEPATU VARIASI WARNA ADIDAS NIKE - Putih,9900,0,https://images.tokopedia.net/img/cache/500-square/VqbcmM/2023/4/11/44383130-6378-45ab-a392-20338069e89b.png.webp?ect=4g,378,63,0.0
Sepatu Kodachi 8111 White Original - 36,115000,0,https://images.tokopedia.net/img/cache/500-square/VqbcmM/2022/9/8/ec67e48e-569a-4855-b28b-040061c21389.jpg.webp?ect=4g,16,64,0.0
